,DOI,mat,app,prod
5656,10.1016/s0008-8846(97)00005-7,unknown,unknown,unknown
5657,10.1016/j.resconrec.2011.05.018,construction and demolition waste,unknown,concrete
5658,10.1016/0958-9465(91)90016-b,limestone,clinker feedstock,concrete
5659,10.1016/j.conbuildmat.2019.03.063,zeolite,supplementary cementitious material,concrete
5660,10.1016/j.conbuildmat.2019.03.063,waste rubber particles,supplementary cementitious material,concrete
5661,10.1016/j.jhazmat.2008.03.007,blast furnace slag,supplementary cementitious material,concrete
5662,10.1016/j.micromeso.2016.11.031,unknown,unknown,concrete
5663,10.1016/j.proeng.2013.04.087,unknown,unknown,unknown
5664,10.1016/s0008-8846(02)00929-8,unknown,unknown,concrete
5665,10.1016/s0008-8846(03)00081-4,unknown,unknown,concrete
5666,10.1016/j.cemconres.2007.07.002,kaolin,supplementary cementitious material,concrete
5667,10.1016/j.cemconres.2007.07.002,metakaolin,supplementary cementitious material,concrete
5668,10.1016/j.conbuildmat.2017.08.164,metakaolin,geopolymer,concrete
5669,10.1016/j.resconrec.2012.06.010,natural pozzolan,unknown,concrete
5670,10.1016/j.cemconres.2005.05.003,mineral,supplementary cementitious material,concrete
5671,10.1016/j.cemconcomp.2017.06.010,zeolite,supplementary cementitious material,concrete
5672,10.1016/j.conbuildmat.2019.07.218,limestone powder,fine aggregate,concrete
5673,10.1016/j.proeng.2017.01.376,metakaolin,geopolymer,geopolymer mortar
5674,10.1016/j.resconrec.2011.09.005,coal fly ash,supplementary cementitious material,concrete
5675,10.1016/s0167-2738(97)00386-x,unknown,unknown,concrete
5676,10.1016/j.cemconcomp.2012.12.002,unknown,unknown,concrete
5677,10.1016/j.conbuildmat.2015.01.005,metakaolin,geopolymer,concrete
5678,10.1016/j.conbuildmat.2020.118754,coarse recycled concrete aggregate,lightweight aggregate,concrete
5679,10.1016/j.conbuildmat.2020.118754,kaolinite,lightweight aggregate,concrete
5680,10.1016/j.conbuildmat.2018.10.044,mineral,supplementary cementitious material,concrete
5681,10.1016/j.conbuildmat.2018.10.044,blast furnace slag,supplementary cementitious material,concrete
5682,10.1016/j.jclepro.2020.120676,metakaolin,geopolymer,concrete
5683,10.1016/j.powtec.2014.04.027,limestone,supplementary cementitious material,concrete
5684,10.1016/j.sedgeo.2012.05.015,unknown,unknown,cement
5685,10.1016/j.sandf.2017.01.005,unknown,unknown,concrete
5686,10.1016/s0167-577x(03)00007-7,mineral,clinker feedstock,concrete
5687,10.1016/j.conbuildmat.2018.08.083,unknown,unknown,concrete
5688,10.1016/j.conbuildmat.2018.11.233,metakaolin,supplementary cementitious material,concrete
5689,10.1016/j.conbuildmat.2020.118335,calcined clay,supplementary cementitious material,concrete
5690,10.1016/0008-8846(78)90039-x,unknown,unknown,concrete
5691,10.1016/s0958-9465(01)00089-0,limestone,supplementary cementitious material,concrete
5692,10.1016/j.cemconres.2020.106312,unknown,unknown,concrete
5693,10.1016/j.conbuildmat.2017.11.021,coal fly ash,supplementary cementitious material,concrete
5694,10.1016/s0008-8846(02)01038-4,lime,supplementary cementitious material,cement mortar
5695,10.1016/j.cemconres.2004.02.015,limestone,supplementary cementitious material,concrete
5696,10.1016/j.jclepro.2019.119413,zeolite,geopolymer,geopolymer composite
5697,10.1016/j.jclepro.2019.119240,metakaolin,geopolymer,concrete
5698,10.1016/j.conbuildmat.2010.04.038,waste glass,supplementary cementitious material,concrete
5699,10.1016/j.conbuildmat.2012.06.066,steel fiber,reinforced fibre,concrete
5700,10.1016/j.conbuildmat.2012.06.073,metakaolin,supplementary cementitious material,concrete
5701,10.1016/j.msec.2019.110544,unknown,unknown,concrete
5702,10.1016/j.proeng.2015.06.132,mineral,fine aggregate,concrete
5703,10.1016/j.conbuildmat.2018.11.111,limestone powder,supplementary cementitious material,concrete
5704,10.1016/j.conbuildmat.2019.03.191,mineral,supplementary cementitious material,concrete
5705,10.1016/s0008-8846(99)00100-3,limestone,supplementary cementitious material,concrete
5706,10.1016/j.apgeochem.2012.01.019,unknown,unknown,concrete
5707,10.1016/j.conbuildmat.2017.07.018,unknown,unknown,concrete
5708,10.1016/j.conbuildmat.2019.117468,unknown,unknown,concrete
5709,10.1016/j.conbuildmat.2014.06.079,unknown,unknown,concrete
5710,10.1016/j.fuel.2019.03.131,unknown,unknown,concrete
5711,10.1016/j.jclepro.2017.10.311,unknown,unknown,concrete
5712,10.1016/s0958-9465(01)00061-0,metakaolin,supplementary cementitious material,concrete
5713,10.1016/j.jclepro.2017.10.073,limestone,filler,concrete
5714,10.1016/j.jnoncrysol.2017.01.024,kaolinite,geopolymer,concrete
5715,10.1016/j.conbuildmat.2017.02.118,metakaolin,reinforced fibre,concrete
5716,10.1016/j.ijsolstr.2015.05.011,unknown,unknown,concrete
5717,10.1016/s0008-8846(96)85036-8,unknown,unknown,concrete
5718,10.1016/j.conbuildmat.2019.117335,zeolite,supplementary cementitious material,concrete
5719,10.1016/j.conbuildmat.2018.11.062,unknown,unknown,concrete
5720,10.1016/s0958-9465(03)00119-7,limestone,supplementary cementitious material,concrete
5721,10.1016/j.conbuildmat.2010.09.009,limestone,filler,concrete
5722,10.1016/s0958-9465(03)00120-3,limestone,filler,cement mortar
5723,10.1016/s0008-8846(00)00217-9,limestone,supplementary cementitious material,concrete
5724,10.1016/0008-8846(93)90176-a,unknown,unknown,concrete
5725,10.1016/j.jclepro.2017.09.270,zeolite,geopolymer,geopolymer composite
5726,10.1016/j.cscm.2018.e00213,calcined clay,supplementary cementitious material,concrete
5727,10.1016/j.pnucene.2018.04.022,mineral,unknown,concrete
5728,10.1016/j.powtec.2016.05.054,limestone powder,supplementary cementitious material,concrete
5729,10.1016/0008-8846(94)90164-3,unknown,unknown,concrete
5730,10.1016/j.cemconres.2013.03.008,blast furnace slag,supplementary cementitious material,concrete
5731,10.1016/j.conbuildmat.2007.08.007,limestone powder,filler,concrete
5732,10.1016/j.conbuildmat.2018.01.014,unknown,supplementary cementitious material,concrete
5733,10.1016/j.conbuildmat.2018.11.270,limestone,supplementary cementitious material,concrete
5734,10.1016/j.resconrec.2020.104942,recycled aggregate,unknown,concrete
5735,10.1016/j.jhazmat.2009.03.050,zeolite,supplementary cementitious material,concrete
5736,10.1016/s0958-9465(02)00115-4,limestone powder,supplementary cementitious material,concrete
5737,10.1016/j.cemconres.2016.07.002,unknown,unknown,concrete
5738,10.1016/s0958-9465(00)00090-1,metakaolin,supplementary cementitious material,concrete
5739,10.1016/j.jclepro.2019.06.237,zeolite,geopolymer,concrete
5740,10.1016/j.cemconres.2020.106018,limestone powder,supplementary cementitious material,concrete
5741,10.1016/j.cemconcomp.2017.11.007,unknown,unknown,concrete
5742,10.1016/j.tecto.2016.08.014,unknown,unknown,concrete
5743,10.1016/s0008-8846(01)00612-3,metakaolin,supplementary cementitious material,concrete
5744,10.1016/j.conbuildmat.2019.05.058,limestone powder,geopolymer,concrete
5745,10.1016/j.jhazmat.2017.05.051,coal fly ash,supplementary cementitious material,concrete
5746,10.1016/1065-7355(95)90017-9,unknown,unknown,concrete
5747,10.1016/j.jnoncrysol.2016.05.013,metakaolin,geopolymer,concrete
5748,10.1016/j.conbuildmat.2020.118336,unknown,unknown,concrete
5749,10.1016/j.conbuildmat.2013.05.097,zeolite,supplementary cementitious material,concrete
5750,10.1016/j.conbuildmat.2017.12.225,zeolite,supplementary cementitious material,concrete
5751,10.1016/j.conbuildmat.2017.12.225,mineral,supplementary cementitious material,concrete
5752,10.1016/j.conbuildmat.2018.09.103,mineral,supplementary cementitious material,concrete
5753,10.1016/j.proeng.2016.07.079,unknown,unknown,concrete
5754,10.1016/s0008-8846(01)00581-6,metakaolin,supplementary cementitious material,concrete
5755,10.1016/j.conbuildmat.2017.08.105,metakaolin,supplementary cementitious material,concrete
5756,10.1016/j.cemconres.2018.09.018,unknown,unknown,concrete
5757,10.1016/j.proeng.2012.07.052,unknown,unknown,concrete
5758,10.1016/j.apgeochem.2020.104538,unknown,unknown,concrete
5759,10.1016/j.jclepro.2016.03.044,metakaolin,supplementary cementitious material,concrete
5760,10.1016/j.resconrec.2021.105859,construction and demolition waste,unknown,concrete
5761,10.1016/s0008-8846(03)00131-5,unknown,unknown,concrete
5762,10.1016/s0032-5910(02)00253-x,unknown,unknown,concrete
5763,10.1016/j.conbuildmat.2016.09.053,unknown,unknown,concrete
5764,10.1016/j.matchar.2018.01.045,limestone,geopolymer,concrete
5765,10.1016/j.conbuildmat.2018.11.144,unknown,unknown,concrete
5766,10.1016/j.conbuildmat.2019.04.091,limestone powder,supplementary cementitious material,concrete
5767,10.1016/j.rinp.2018.09.018,copper tailing,fine aggregate,concrete
5768,10.1016/j.rinp.2018.09.018,metakaolin,fine aggregate,concrete
5769,10.1016/j.conbuildmat.2016.02.055,unknown,unknown,mortar
5770,10.1016/j.cemconcomp.2015.10.020,natural pozzolan,supplementary cementitious material,concrete
5771,10.1016/j.conbuildmat.2020.118064,zeolite,reinforced fibre,concrete
5772,10.1016/j.cscm.2018.03.010,zeolite,supplementary cementitious material,concrete
5773,10.1016/0008-8846(91)90030-l,unknown,unknown,concrete
5774,10.1016/j.cemconcomp.2014.10.006,unknown,unknown,concrete
5775,10.1016/j.cemconres.2021.106553,limestone,supplementary cementitious material,concrete
5776,10.1016/s0008-8846(02)01030-x,lime,filler,concrete
5777,10.1016/s0008-8846(99)00231-8,silica fume,supplementary cementitious material,concrete
5778,10.1016/s0008-8846(99)00231-8,metakaolin,supplementary cementitious material,concrete
5779,10.1016/s0008-8846(02)01028-1,silica fume,supplementary cementitious material,concrete
5780,10.1016/j.apgeochem.2011.08.013,unknown,unknown,concrete
5781,10.1016/j.cemconres.2018.02.016,calcined clay,clinker feedstock,concrete
5782,10.1016/j.matchemphys.2019.122535,metakaolin,geopolymer,concrete
5783,10.1016/s0008-8846(01)00687-1,blast furnace slag,supplementary cementitious material,concrete
5784,10.1016/j.cemconres.2009.06.017,limestone powder,supplementary cementitious material,concrete
5785,10.1016/j.conbuildmat.2017.06.125,recycled aggregate,fine aggregate,concrete
5786,10.1016/j.conbuildmat.2018.11.218,blast furnace slag,supplementary cementitious material,concrete
5787,10.1016/j.conbuildmat.2019.116723,unknown,unknown,concrete
5788,10.1016/j.conbuildmat.2018.03.253,bagasse ash,geopolymer,concrete
5789,10.1016/j.proeng.2013.09.003,calcined clay,supplementary cementitious material,concrete
5790,10.1016/j.conbuildmat.2019.116978,kaolinite,geopolymer,concrete
5791,10.1016/j.conbuildmat.2019.116978,calcined clay,geopolymer,concrete
5792,10.1016/j.ceramint.2016.11.070,natural pozzolan,geopolymer,concrete
5793,10.1016/j.cscm.2019.e00267,limestone,unknown,concrete
5794,10.1016/j.jclepro.2017.11.015,unknown,unknown,concrete
5795,10.1016/s0950-0618(99)00048-3,zeolite,supplementary cementitious material,concrete
5796,10.1016/j.cemconcomp.2013.10.016,limestone,supplementary cementitious material,concrete
5797,10.1016/j.conbuildmat.2018.12.140,mineral,supplementary cementitious material,concrete
5798,10.1016/j.cemconres.2019.105810,metakaolin,geopolymer,concrete
5799,10.1016/j.conbuildmat.2014.10.042,limestone powder,fine aggregate,concrete
5800,10.1016/j.powtec.2018.07.041,limestone powder,supplementary cementitious material,concrete
5801,10.1016/s0008-8846(03)00015-2,unknown,fine aggregate,concrete
5802,10.1016/j.conbuildmat.2011.06.026,limestone powder,supplementary cementitious material,concrete
5803,10.1016/j.conbuildmat.2017.07.153,basalt fiber,reinforced fibre,concrete
5804,10.1016/j.cemconcomp.2017.09.012,unknown,unknown,concrete
5805,10.1016/j.commatsci.2014.05.021,unknown,unknown,concrete
5806,10.1016/j.conbuildmat.2020.118750,limestone,supplementary cementitious material,concrete
5807,10.1016/j.conbuildmat.2020.121475,fine recycled concrete aggregate,fine aggregate,concrete
5808,10.1016/s0254-0584(01)00346-7,unknown,unknown,concrete
5809,10.1016/j.conbuildmat.2012.09.104,limestone,supplementary cementitious material,concrete
5810,10.1016/s0008-8846(03)00092-9,limestone,supplementary cementitious material,concrete
5811,10.1021/es3039906,unknown,unknown,concrete
5812,10.1021/acs.est.6b03290,mineral,supplementary cementitious material,concrete
5813,10.1016/j.cemconcomp.2018.07.019,basalt fiber,reinforced fibre,concrete
5814,10.1021/es001954s,unknown,unknown,unknown
5815,10.1016/j.cemconres.2017.01.005,unknown,unknown,concrete
5816,10.1016/j.heliyon.2020.e03853,blast furnace slag,geopolymer,concrete
5817,10.1016/0008-8846(93)90072-h,unknown,unknown,concrete
5818,10.1016/j.conbuildmat.2008.08.021,blast furnace slag,supplementary cementitious material,concrete
5819,10.1016/j.jclepro.2019.04.093,steel slag,geopolymer,concrete
5820,10.1016/j.conbuildmat.2017.08.179,unknown,unknown,concrete
5821,10.1016/j.conbuildmat.2018.09.163,silica,supplementary cementitious material,concrete
5822,10.1016/j.jhazmat.2006.12.046,zeolite,supplementary cementitious material,concrete
5823,10.1016/s0008-8846(02)00805-0,unknown,unknown,concrete
5824,10.1016/j.conbuildmat.2017.08.165,limestone powder,supplementary cementitious material,concrete
5825,10.1021/ie3006269,mineral,filler,concrete
5826,10.1021/cg200212c,unknown,unknown,concrete
5827,10.1021/ie1009712,limestone,clinker feedstock,concrete
5828,10.1021/ie060187o,metakaolin,geopolymer,concrete
5829,10.1021/acs.cgd.8b01636,zeolite,geopolymer,concrete
5830,10.1103/PhysRevB.84.134302,unknown,unknown,concrete
5831,10.1021/es401173d,unknown,unknown,unknown
5832,10.1021/acs.iecr.7b04201,mineral,supplementary cementitious material,concrete
5833,10.1021/es070853s,unknown,unknown,concrete
5834,10.1021/ie061571o,silica fume,supplementary cementitious material,concrete
5835,10.1021/cm050230i,unknown,unknown,concrete
5836,10.1021/acs.iecr.9b01270,unknown,unknown,concrete
5837,10.1021/acs.est.5b00394,limestone powder,clinker feedstock,concrete
5838,10.1021/acs.est.5b00394,limestone,clinker feedstock,concrete
5839,10.1021/es5063488,unknown,unknown,concrete
5840,10.1016/j.cemconcomp.2019.103346,unknown,unknown,concrete
5841,10.1016/j.conbuildmat.2018.06.052,SiO2 nanoparticle,geopolymer,concrete
5842,10.1016/j.conbuildmat.2019.116689,limestone powder,geopolymer,concrete
5843,10.1016/0008-8846(95)00068-n,unknown,unknown,concrete
5844,10.1016/s0008-8846(97)00156-7,unknown,unknown,concrete
5845,10.1016/j.cemconcomp.2019.02.017,limestone,supplementary cementitious material,concrete
5846,10.1016/j.conbuildmat.2015.02.093,limestone,filler,concrete
5847,10.1016/j.conbuildmat.2020.118112,limestone powder,supplementary cementitious material,concrete
5848,10.1016/s0008-8846(01)00492-6,metakaolin,supplementary cementitious material,concrete
5849,10.1016/j.cemconres.2018.03.006,unknown,unknown,concrete
5850,10.1016/j.conbuildmat.2019.05.098,mineral,clinker feedstock,concrete
5851,10.1016/j.matlet.2019.05.085,unknown,unknown,concrete
5852,10.1016/j.proeng.2013.04.127,unknown,unknown,concrete
5853,10.1016/s0008-8846(99)00180-5,blast furnace slag,supplementary cementitious material,concrete
5854,10.1016/j.cemconres.2019.105834,unknown,unknown,concrete
5855,10.1016/j.conbuildmat.2011.06.070,unknown,unknown,concrete
5856,10.1016/j.conbuildmat.2019.117899,natural pozzolan,geopolymer,geopolymer composite
5857,10.1016/j.cej.2020.124756,unknown,unknown,concrete
5858,10.1016/j.conbuildmat.2016.01.018,unknown,unknown,concrete
5859,10.1016/j.conbuildmat.2020.118965,metakaolin,geopolymer,concrete
5860,10.1016/j.jhazmat.2017.01.035,metakaolin,supplementary cementitious material,concrete
5861,10.1016/j.jnucmat.2018.11.003,metakaolin,geopolymer,concrete
5862,10.1016/j.aej.2014.11.004,limestone,supplementary cementitious material,concrete
5863,10.1016/j.conbuildmat.2017.05.030,unknown,unknown,concrete
5864,10.1016/j.conbuildmat.2017.06.111,recycled aggregate,fine aggregate,concrete
5865,10.1016/j.phpro.2014.07.048,limestone,supplementary cementitious material,concrete
5866,10.1016/s0008-8846(00)00280-5,limestone,unknown,mortar
5867,10.1016/j.cemconres.2021.106693,limestone,supplementary cementitious material,concrete
5868,10.1016/j.conbuildmat.2017.03.056,zeolite,supplementary cementitious material,concrete
5869,10.1016/j.cemconres.2019.105831,unknown,unknown,concrete
5870,10.1016/j.ceramint.2016.12.092,metakaolin,geopolymer,concrete
5871,10.1016/s0008-8846(99)00138-6,unknown,unknown,concrete
5872,10.1016/j.wasman.2006.01.030,unknown,unknown,concrete
5873,10.1016/j.conbuildmat.2013.07.086,unknown,unknown,concrete
5874,10.1016/j.jhazmat.2009.08.081,limestone,supplementary cementitious material,concrete
5875,10.1016/j.conbuildmat.2015.02.023,metakaolin,supplementary cementitious material,concrete
5876,10.1016/j.conbuildmat.2017.11.059,unknown,unknown,concrete
5877,10.1016/j.matlet.2020.127741,metakaolin,geopolymer,concrete
5878,10.1016/j.cemconcomp.2007.04.009,natural pozzolan,supplementary cementitious material,concrete
5879,10.1016/j.cemconcomp.2007.04.009,limestone,supplementary cementitious material,concrete
5880,10.1016/j.conbuildmat.2019.116817,limestone powder,supplementary cementitious material,concrete
5881,10.1016/j.jhazmat.2008.07.031,recycled aggregate,fine aggregate,concrete
5882,10.1016/j.conbuildmat.2016.05.156,unknown,unknown,concrete
5883,10.1016/j.conbuildmat.2018.05.272,palm oil fuel ash,supplementary cementitious material,concrete
5884,10.1016/j.conbuildmat.2018.08.147,limestone powder,coarse aggregate,concrete
5885,10.1016/j.cej.2018.02.018,unknown,unknown,concrete
5886,10.1016/j.conbuildmat.2013.01.009,unknown,unknown,concrete
5887,10.1016/j.conbuildmat.2019.06.116,kaolin,geopolymer,concrete
5888,10.1016/s0008-8846(03)00036-x,unknown,unknown,concrete
5889,10.1016/s0008-8846(03)00090-5,metakaolin,supplementary cementitious material,cement mortar
5890,10.1016/j.buildenv.2006.10.022,unknown,unknown,concrete
5891,10.1016/j.phpro.2011.11.048,kaolin,geopolymer,concrete
5892,10.1016/s0008-8846(03)00258-8,mineral,supplementary cementitious material,concrete
5893,10.1016/j.cemconres.2021.106394,metakaolin,geopolymer,concrete
5894,10.1016/j.conbuildmat.2019.116923,limestone powder,supplementary cementitious material,concrete
5895,10.1016/j.conbuildmat.2019.117088,limestone powder,geopolymer,concrete
5896,10.1016/j.cplett.2020.137596,unknown,unknown,concrete
5897,10.1016/j.cemconcomp.2020.103522,unknown,unknown,concrete
5898,10.1016/j.cemconres.2019.105807,metakaolin,geopolymer,concrete
5899,10.1016/j.conbuildmat.2018.05.172,metakaolin,geopolymer,concrete
5900,10.1016/j.conbuildmat.2020.118888,kaolinite,geopolymer,concrete
5901,10.1016/j.jnucmat.2017.05.046,metakaolin,geopolymer,concrete
5902,10.1016/j.cemconcomp.2020.103615,zeolite,supplementary cementitious material,concrete
5903,10.1016/j.jclepro.2018.12.059,unknown,unknown,concrete
5904,10.1016/s0008-8846(96)00201-3,unknown,unknown,concrete
5905,10.1016/s0008-8846(99)00204-5,unknown,unknown,concrete
5906,10.1016/j.conbuildmat.2017.12.162,metakaolin,geopolymer,concrete
5907,10.1016/j.conbuildmat.2017.07.203,unknown,unknown,concrete
5908,10.1016/j.matchemphys.2019.122223,metakaolin,geopolymer,concrete
5909,10.1016/j.cemconres.2020.106040,calcined clay,supplementary cementitious material,concrete
5910,10.1016/j.conbuildmat.2018.11.027,mineral,supplementary cementitious material,concrete
5911,10.1016/j.conbuildmat.2020.118783,unknown,unknown,concrete
5912,10.1016/j.jascer.2014.11.004,unknown,unknown,concrete
5913,10.1016/j.proeng.2015.08.475,unknown,unknown,concrete
5914,10.1016/0958-9465(92)90021-m,unknown,unknown,mortar
5915,10.1016/j.buildenv.2006.06.015,silica fume,fine aggregate,concrete
5916,10.1016/j.conbuildmat.2019.02.060,metakaolin,supplementary cementitious material,concrete
5917,10.1016/j.conbuildmat.2020.118861,zeolite,supplementary cementitious material,concrete
5918,10.1016/s0008-8846(00)00372-0,limestone,supplementary cementitious material,concrete
5919,10.1016/j.conbuildmat.2018.06.178,steel fiber,reinforced fibre,concrete
5920,10.1016/j.jclepro.2019.02.147,metakaolin,supplementary cementitious material,concrete
5921,10.1016/j.jclepro.2021.127618,unknown,unknown,concrete
5922,10.1016/j.rser.2017.08.044,unknown,unknown,concrete
5923,10.1016/j.conbuildmat.2018.11.189,limestone powder,fine aggregate,concrete
5924,10.1016/j.cemconres.2014.05.007,limestone,supplementary cementitious material,concrete
5925,10.1016/j.cemconres.2019.105959,calcined clay,supplementary cementitious material,concrete
5926,10.1016/j.proeng.2017.05.152,limestone,supplementary cementitious material,concrete
5927,10.1016/j.conbuildmat.2019.03.230,Class C fly ash,supplementary cementitious material,concrete
5928,10.1016/j.jclepro.2011.09.019,unknown,unknown,concrete
5929,10.1016/j.conbuildmat.2018.05.086,zeolite,supplementary cementitious material,concrete
5930,10.1016/j.conbuildmat.2018.08.169,limestone,supplementary cementitious material,concrete
5931,10.1016/j.conbuildmat.2018.10.119,limestone powder,supplementary cementitious material,concrete
5932,10.1016/j.conbuildmat.2019.07.027,limestone powder,supplementary cementitious material,concrete
5933,10.1016/s0016-7037(99)00029-0,lignin,geopolymer,concrete
5934,10.1016/j.cemconcomp.2019.05.015,bagasse ash,geopolymer,concrete
5935,10.1016/j.cemconcomp.2019.05.015,metakaolin,geopolymer,concrete
5936,10.1016/s0008-8846(00)00427-0,limestone,supplementary cementitious material,concrete
5937,10.1016/s0020-7683(03)00212-9,unknown,unknown,unknown
5938,10.1021/ic100140j,limestone powder,supplementary cementitious material,concrete
5939,10.1016/0008-8846(74)90109-4,waste glass,clinker feedstock,concrete
5940,10.1111/j.1151-2916.1993.tb08323.x,unknown,unknown,concrete
5941,10.1016/j.actbio.2014.09.036,silica,supplementary cementitious material,concrete
5942,10.1016/j.biomaterials.2013.05.075,limestone powder,supplementary cementitious material,concrete
5943,10.1111/j.1151-2916.2000.tb01362.x,unknown,unknown,concrete
5944,10.1016/j.cemconres.2007.12.004,silica fume,supplementary cementitious material,concrete
5945,10.1016/j.jeurceramsoc.2004.06.001,kaolinite,geopolymer,concrete
5946,10.1002/app.25716,waste glass,supplementary cementitious material,concrete
5947,10.1016/j.cej.2016.03.023,unknown,unknown,concrete
5948,10.1111/j.1151-2916.1928.tb16464.x,unknown,unknown,concrete
5949,10.1016/j.conbuildmat.2013.07.088,nano-silica,supplementary cementitious material,concrete
5950,10.1111/j.1551-2916.2007.01984.x,unknown,unknown,concrete
5951,10.1016/j.conbuildmat.2014.02.061,glass fibre,supplementary cementitious material,cement mortar
5952,10.1002/adma.200502292,unknown,unknown,concrete
5953,10.1002/jbm.a.31795,unknown,unknown,concrete
5954,10.1111/j.1151-2916.2001.tb00919.x,unknown,unknown,concrete
5955,10.1111/j.1551-2916.2008.02636.x,unknown,unknown,concrete
5956,10.1016/j.conbuildmat.2015.04.044,kaolinite,geopolymer,concrete
5957,10.1111/j.1551-2916.2007.02034.x,nano-silica,supplementary cementitious material,concrete
5958,10.1111/j.1151-2916.1984.tb19149.x,silica fume,supplementary cementitious material,concrete
5959,10.1016/0109-5641(94)90028-0,unknown,unknown,concrete
5960,10.1016/j.cej.2006.02.005,unknown,unknown,concrete
5961,10.1111/j.1151-2916.1967.tb15029.x,unknown,unknown,concrete
5962,10.1016/j.conbuildmat.2015.11.020,stone powder,supplementary cementitious material,concrete
5963,10.1016/j.cemconcomp.2014.07.001,lime,supplementary cementitious material,concrete
5964,10.1016/j.cemconres.2003.12.007,fly ash,supplementary cementitious material,concrete
5965,10.1016/j.jeurceramsoc.2006.01.014,unknown,unknown,concrete
5966,10.1016/j.cemconcomp.2004.03.003,unknown,fine aggregate,concrete
5967,10.1016/j.actbio.2014.04.006,limestone powder,supplementary cementitious material,concrete
5968,10.1111/j.1151-2916.1985.tb15298.x,waste glass,reinforced fibre,concrete
5969,10.1016/j.cemconres.2014.01.008,silica fume,supplementary cementitious material,concrete
5970,10.1016/j.jenvman.2009.05.029,waste glass,supplementary cementitious material,concrete
5971,10.1016/j.jnucmat.2015.10.021,unknown,unknown,concrete
5972,10.1016/j.conbuildmat.2014.05.101,waste glass,supplementary cementitious material,concrete
5973,10.1111/j.1551-2916.2009.03378.x,unknown,unknown,concrete
5974,10.1111/j.1151-2916.1927.tb16432.x,unknown,unknown,concrete
5975,10.1016/j.ijsolstr.2013.01.042,unknown,unknown,concrete
5976,10.1016/j.conbuildmat.2014.06.026,nano-silica,supplementary cementitious material,concrete
5977,10.1016/j.matchemphys.2011.06.039,unknown,unknown,concrete
5978,10.1016/j.matlet.2005.05.048,waste glass,geopolymer,concrete
5979,10.1016/j.cemconres.2008.02.007,limestone powder,filler,concrete
5980,10.1016/j.jclepro.2015.07.082,waste glass,lightweight aggregate,concrete
5981,10.1016/j.conbuildmat.2014.04.063,nano-silica,supplementary cementitious material,concrete
5982,10.1016/j.matchemphys.2015.08.047,unknown,unknown,concrete
5983,10.1111/j.1151-2916.2000.tb01595.x,unknown,unknown,concrete
5984,10.1016/0010-4361(83)90069-1,glass fibre,reinforced fibre,concrete
5985,10.1111/j.1151-2916.2001.tb00904.x,unknown,unknown,concrete
5986,10.1016/j.jmbbm.2016.01.013,unknown,unknown,concrete
5987,10.1111/j.1151-2916.1931.tb16592.x,unknown,unknown,concrete
5988,10.1016/j.conbuildmat.2011.04.012,waste glass,fine aggregate,concrete
5989,10.1016/0008-8846(82)90001-1,electric arc furnace slag,supplementary cementitious material,concrete
5990,10.1111/j.1151-2916.1935.tb19354.x,unknown,unknown,concrete
5991,10.1016/j.conbuildmat.2014.07.050,unknown,unknown,concrete
5992,10.1111/j.1151-2916.2001.tb01130.x,unknown,unknown,concrete
5993,10.1016/j.jeurceramsoc.2007.06.004,unknown,unknown,concrete
5994,10.1111/j.1151-2916.1974.tb11420.x,unknown,unknown,concrete
5995,10.1016/0008-8846(86)90114-6,unknown,unknown,concrete
5996,10.1016/j.conbuildmat.2006.11.018,waste glass,fine aggregate,concrete
5997,10.1016/j.scriptamat.2011.04.036,coal fly ash,geopolymer,concrete
5998,10.1111/j.1151-2916.1997.tb03123.x,unknown,unknown,concrete
5999,10.1007/bf00554638,unknown,unknown,unknown
6000,10.1007/s10853-008-3214-9,unknown,unknown,concrete
6001,10.1007/bf00557491,unknown,unknown,concrete
6002,10.1007/bf02403102,glass fibre,reinforced fibre,concrete
6003,10.1007/bf01203493,unknown,unknown,concrete
6004,10.1007/s10853-011-6210-4,calcium carbide residue,supplementary cementitious material,concrete
6005,10.1007/s10853-011-6210-4,unknown,unknown,concrete
6006,10.1007/bf00738623,unknown,unknown,concrete
6007,10.1016/j.conbuildmat.2007.01.019,waste glass,supplementary cementitious material,concrete
6008,10.1016/j.jclepro.2018.08.060,blast furnace slag,geopolymer,concrete
6009,10.1016/j.memsci.2017.06.067,unknown,unknown,concrete
6010,10.1016/0008-8846(79)90096-6,unknown,unknown,concrete
6011,10.1016/0008-8846(82)90027-8,waste glass,supplementary cementitious material,concrete
6012,10.1016/j.cemconres.2020.106008,unknown,unknown,concrete
6013,10.1016/j.conbuildmat.2016.12.097,waste glass,reinforced fibre,concrete
6014,10.1016/j.conbuildmat.2018.05.119,waste glass,fine aggregate,concrete
6015,10.1016/j.conbuildmat.2019.117549,unknown,unknown,concrete
6016,10.1007/bf00682555,waste glass,supplementary cementitious material,high-alumina cement
6017,10.1016/j.cemconcomp.2006.03.001,unknown,unknown,concrete
6018,10.1016/j.cemconres.2017.11.002,silica,supplementary cementitious material,concrete
6019,10.1016/j.conbuildmat.2015.05.004,waste glass,fine aggregate,concrete
6020,10.1016/j.conbuildmat.2017.02.115,nano-silica,supplementary cementitious material,concrete
6021,10.1016/j.conbuildmat.2019.01.096,nano-silica,supplementary cementitious material,concrete
6022,10.1016/j.conbuildmat.2019.03.114,nano-silica,unknown,concrete pavement
